国名,中国,インド,ナイジェリア,インドネシア,アメリカ合衆国,パキスタン,ブラジル,メキシコ,バングラデシュ,エチオピア,フィリピン,エジプト,コンゴ,日本,トルコ,ベトナム
家庭で廃棄される食べ物の量（2021）,91646213,68760163,37941470,20938252,19359951,15947645,12578308,11979364,10618233,10327236,9334477,9136941,8912903,8159891,7762575,7346717
