動物の名前,コアラ,トラ,リス,ウサギ,チンパンジー,グッピー,ヤギ,ヒツジ,キリン,日本人
睡眠時間,22,15.8,14.9,11.4,9.7,7,5.3,3.8,1.9,7.6
