国名,ベルギー,コロンビア,ノルウェー,デンマーク,イタリア,スペイン,ギリシャ,スウェーデン,オーストラリア,ブラジル,フランス,OECD,オーストリア,ドイツ,スイス,英国,オランダ,フィンランド,メキシコ,アメリカ,カナダ,日本,韓国 
Paygap,1.2,1.9,4.5,5.6,5.7,6.7,6.9,7.2,9.9,11.1,11.6,12.1,12.2,13.5,13.8,14.5,14.8,15.3,16.7,17.0,17.1,21.3,31.2
